,0,1,2,3,4,5,TrainOrVal,InstitutionName
76,FeTS21_Training_104,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_104/FeTS21_Training_104_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_104/FeTS21_Training_104_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_104/FeTS21_Training_104_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_104/FeTS21_Training_104_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_104/FeTS21_Training_104_seg.nii.gz,train,1
77,FeTS21_Training_109,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_109/FeTS21_Training_109_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_109/FeTS21_Training_109_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_109/FeTS21_Training_109_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_109/FeTS21_Training_109_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_109/FeTS21_Training_109_seg.nii.gz,train,1
78,FeTS21_Training_099,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_099/FeTS21_Training_099_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_099/FeTS21_Training_099_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_099/FeTS21_Training_099_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_099/FeTS21_Training_099_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_099/FeTS21_Training_099_seg.nii.gz,train,1
79,FeTS21_Training_098,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_098/FeTS21_Training_098_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_098/FeTS21_Training_098_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_098/FeTS21_Training_098_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_098/FeTS21_Training_098_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_098/FeTS21_Training_098_seg.nii.gz,train,1
80,FeTS21_Training_127,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_127/FeTS21_Training_127_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_127/FeTS21_Training_127_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_127/FeTS21_Training_127_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_127/FeTS21_Training_127_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_127/FeTS21_Training_127_seg.nii.gz,train,1
81,FeTS21_Training_007,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_007/FeTS21_Training_007_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_007/FeTS21_Training_007_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_007/FeTS21_Training_007_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_007/FeTS21_Training_007_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_007/FeTS21_Training_007_seg.nii.gz,train,1
82,FeTS21_Training_088,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_088/FeTS21_Training_088_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_088/FeTS21_Training_088_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_088/FeTS21_Training_088_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_088/FeTS21_Training_088_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_088/FeTS21_Training_088_seg.nii.gz,train,1
83,FeTS21_Training_124,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_124/FeTS21_Training_124_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_124/FeTS21_Training_124_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_124/FeTS21_Training_124_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_124/FeTS21_Training_124_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_124/FeTS21_Training_124_seg.nii.gz,train,1
84,FeTS21_Training_008,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_008/FeTS21_Training_008_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_008/FeTS21_Training_008_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_008/FeTS21_Training_008_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_008/FeTS21_Training_008_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_008/FeTS21_Training_008_seg.nii.gz,train,1
85,FeTS21_Training_063,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_063/FeTS21_Training_063_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_063/FeTS21_Training_063_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_063/FeTS21_Training_063_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_063/FeTS21_Training_063_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_063/FeTS21_Training_063_seg.nii.gz,train,1
86,FeTS21_Training_002,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_002/FeTS21_Training_002_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_002/FeTS21_Training_002_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_002/FeTS21_Training_002_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_002/FeTS21_Training_002_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_002/FeTS21_Training_002_seg.nii.gz,train,1
87,FeTS21_Training_057,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_057/FeTS21_Training_057_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_057/FeTS21_Training_057_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_057/FeTS21_Training_057_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_057/FeTS21_Training_057_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_057/FeTS21_Training_057_seg.nii.gz,train,1
88,FeTS21_Training_011,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_011/FeTS21_Training_011_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_011/FeTS21_Training_011_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_011/FeTS21_Training_011_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_011/FeTS21_Training_011_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_011/FeTS21_Training_011_seg.nii.gz,train,1
89,FeTS21_Training_117,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_117/FeTS21_Training_117_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_117/FeTS21_Training_117_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_117/FeTS21_Training_117_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_117/FeTS21_Training_117_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_117/FeTS21_Training_117_seg.nii.gz,train,1
90,FeTS21_Training_090,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_090/FeTS21_Training_090_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_090/FeTS21_Training_090_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_090/FeTS21_Training_090_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_090/FeTS21_Training_090_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_090/FeTS21_Training_090_seg.nii.gz,train,1
91,FeTS21_Training_044,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_044/FeTS21_Training_044_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_044/FeTS21_Training_044_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_044/FeTS21_Training_044_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_044/FeTS21_Training_044_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_044/FeTS21_Training_044_seg.nii.gz,train,1
92,FeTS21_Training_030,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_030/FeTS21_Training_030_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_030/FeTS21_Training_030_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_030/FeTS21_Training_030_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_030/FeTS21_Training_030_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_030/FeTS21_Training_030_seg.nii.gz,train,1
93,FeTS21_Training_041,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_041/FeTS21_Training_041_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_041/FeTS21_Training_041_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_041/FeTS21_Training_041_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_041/FeTS21_Training_041_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_041/FeTS21_Training_041_seg.nii.gz,train,1
94,FeTS21_Training_012,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_012/FeTS21_Training_012_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_012/FeTS21_Training_012_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_012/FeTS21_Training_012_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_012/FeTS21_Training_012_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_012/FeTS21_Training_012_seg.nii.gz,train,1
95,FeTS21_Training_024,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_024/FeTS21_Training_024_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_024/FeTS21_Training_024_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_024/FeTS21_Training_024_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_024/FeTS21_Training_024_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_024/FeTS21_Training_024_seg.nii.gz,train,1
96,FeTS21_Training_003,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_003/FeTS21_Training_003_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_003/FeTS21_Training_003_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_003/FeTS21_Training_003_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_003/FeTS21_Training_003_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_003/FeTS21_Training_003_seg.nii.gz,train,1
97,FeTS21_Training_089,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_089/FeTS21_Training_089_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_089/FeTS21_Training_089_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_089/FeTS21_Training_089_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_089/FeTS21_Training_089_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_089/FeTS21_Training_089_seg.nii.gz,train,1
98,FeTS21_Training_027,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_027/FeTS21_Training_027_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_027/FeTS21_Training_027_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_027/FeTS21_Training_027_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_027/FeTS21_Training_027_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_027/FeTS21_Training_027_seg.nii.gz,train,1
99,FeTS21_Training_055,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_055/FeTS21_Training_055_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_055/FeTS21_Training_055_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_055/FeTS21_Training_055_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_055/FeTS21_Training_055_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_055/FeTS21_Training_055_seg.nii.gz,train,1
100,FeTS21_Training_078,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_078/FeTS21_Training_078_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_078/FeTS21_Training_078_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_078/FeTS21_Training_078_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_078/FeTS21_Training_078_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_078/FeTS21_Training_078_seg.nii.gz,train,1
101,FeTS21_Training_121,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_121/FeTS21_Training_121_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_121/FeTS21_Training_121_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_121/FeTS21_Training_121_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_121/FeTS21_Training_121_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_121/FeTS21_Training_121_seg.nii.gz,train,1
102,FeTS21_Training_069,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_069/FeTS21_Training_069_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_069/FeTS21_Training_069_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_069/FeTS21_Training_069_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_069/FeTS21_Training_069_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_069/FeTS21_Training_069_seg.nii.gz,train,1
103,FeTS21_Training_058,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_058/FeTS21_Training_058_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_058/FeTS21_Training_058_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_058/FeTS21_Training_058_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_058/FeTS21_Training_058_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_058/FeTS21_Training_058_seg.nii.gz,val,1
104,FeTS21_Training_111,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_111/FeTS21_Training_111_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_111/FeTS21_Training_111_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_111/FeTS21_Training_111_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_111/FeTS21_Training_111_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_111/FeTS21_Training_111_seg.nii.gz,val,1
105,FeTS21_Training_005,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_005/FeTS21_Training_005_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_005/FeTS21_Training_005_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_005/FeTS21_Training_005_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_005/FeTS21_Training_005_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_005/FeTS21_Training_005_seg.nii.gz,val,1
106,FeTS21_Training_085,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_085/FeTS21_Training_085_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_085/FeTS21_Training_085_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_085/FeTS21_Training_085_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_085/FeTS21_Training_085_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_085/FeTS21_Training_085_seg.nii.gz,val,1
107,FeTS21_Training_039,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_039/FeTS21_Training_039_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_039/FeTS21_Training_039_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_039/FeTS21_Training_039_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_039/FeTS21_Training_039_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_039/FeTS21_Training_039_seg.nii.gz,val,1
108,FeTS21_Training_035,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_035/FeTS21_Training_035_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_035/FeTS21_Training_035_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_035/FeTS21_Training_035_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_035/FeTS21_Training_035_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_035/FeTS21_Training_035_seg.nii.gz,val,1
109,FeTS21_Training_077,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_077/FeTS21_Training_077_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_077/FeTS21_Training_077_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_077/FeTS21_Training_077_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_077/FeTS21_Training_077_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_077/FeTS21_Training_077_seg.nii.gz,val,1
110,FeTS21_Training_062,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_062/FeTS21_Training_062_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_062/FeTS21_Training_062_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_062/FeTS21_Training_062_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_062/FeTS21_Training_062_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_062/FeTS21_Training_062_seg.nii.gz,val,1
111,FeTS21_Training_064,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_064/FeTS21_Training_064_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_064/FeTS21_Training_064_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_064/FeTS21_Training_064_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_064/FeTS21_Training_064_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_064/FeTS21_Training_064_seg.nii.gz,val,1
112,FeTS21_Training_093,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_093/FeTS21_Training_093_t1.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_093/FeTS21_Training_093_t2.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_093/FeTS21_Training_093_flair.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_093/FeTS21_Training_093_t1ce.nii.gz,/localscratch/lakshayt.49594118.0/Data/MICCAI_FeTS2021_TrainingData/FeTS21_Training_093/FeTS21_Training_093_seg.nii.gz,val,1
